6/7/2013,1.6
6/8/2013,2.8
6/9/2013,0.6
6/10/2013,1.2
6/11/2013,19.6
6/12/2013,7.4
6/13/2013,0.2
6/14/2013,0
6/15/2013,1.2
6/16/2013,0.4
6/17/2013,2.4
6/18/2013,1.8
6/19/2013,6.8
6/20/2013,5.4
6/21/2013,0
6/22/2013,0
6/23/2013,0.8
6/24/2013,7
6/25/2013,0
6/26/2013,1.4
6/27/2013,2
6/28/2013,3.4
6/29/2013,0
6/30/2013,0
7/1/2013,1.6
7/2/2013,0.2
7/3/2013,0
7/4/2013,0
7/5/2013,0
7/6/2013,0
7/7/2013,0
7/8/2013,0.6
7/9/2013,0.2
7/10/2013,3.4
7/11/2013,2.8
7/12/2013,0.2
7/13/2013,2.2
7/14/2013,1.4
7/15/2013,0
7/16/2013,0
7/17/2013,0
7/18/2013,0
7/19/2013,0
7/20/2013,0
7/21/2013,0
7/22/2013,0
7/23/2013,0
7/24/2013,0
7/25/2013,0
7/26/2013,0
7/27/2013,0
7/28/2013,0
7/29/2013,0
7/30/2013,0
7/31/2013,5.4
8/1/2013,0.4
8/2/2013,0
8/3/2013,0
8/4/2013,0
8/5/2013,0
8/6/2013,0
8/7/2013,0
8/8/2013,0
8/9/2013,0
8/10/2013,0
8/11/2013,0.4
8/12/2013,4.4
8/13/2013,1
8/14/2013,0.4
8/15/2013,8.4
8/16/2013,4.4
8/17/2013,4.4
8/18/2013,14.8
8/19/2013,5.6
8/20/2013,1.2
8/21/2013,0.4
8/22/2013,0.6
8/23/2013,5.2
8/24/2013,1.4
8/25/2013,0
8/26/2013,0
8/27/2013,0.4
8/28/2013,1.2
8/29/2013,4
8/30/2013,0
8/31/2013,0
9/1/2013,0
9/2/2013,0
9/3/2013,4.8
9/4/2013,0
9/5/2013,0
9/6/2013,0
9/7/2013,0
9/8/2013,0
9/9/2013,0
9/10/2013,0
9/11/2013,0
9/12/2013,0
9/13/2013,0
9/14/2013,0
9/15/2013,0.6
9/16/2013,0
9/17/2013,0.8
9/18/2013,1.2
9/19/2013,0.8
9/20/2013,1.4
9/21/2013,1.4
9/22/2013,5
9/23/2013,1.2
9/24/2013,1.6
9/25/2013,0
9/26/2013,4
9/27/2013,1.6
9/28/2013,11
9/29/2013,5
9/30/2013,2.2
10/1/2013,0
10/2/2013,0
10/3/2013,1.2
10/4/2013,28.4
10/5/2013,26
10/6/2013,8.8
10/7/2013,10.6
10/8/2013,0
10/9/2013,1.2
10/10/2013,0
10/11/2013,0
10/12/2013,0
10/13/2013,0
10/14/2013,0
10/15/2013,1
10/16/2013,0
10/17/2013,0
10/18/2013,0
10/19/2013,0
10/20/2013,0
10/21/2013,0
10/22/2013,0
10/23/2013,0
10/24/2013,0
10/25/2013,0
10/26/2013,9.6
10/27/2013,0
10/28/2013,0
10/29/2013,0
10/30/2013,14.1
10/31/2013,2
11/1/2013,0.8
11/2/2013,0
11/3/2013,0
11/4/2013,1.2
11/5/2013,3
11/6/2013,3.2
11/7/2013,3.2
11/8/2013,5.6
11/9/2013,0
11/10/2013,0
11/11/2013,1.8
11/12/2013,9.6
11/13/2013,8.8
11/14/2013,1.4
11/15/2013,11.8
11/16/2013,0
11/17/2013,4.6
11/18/2013,0
11/19/2013,0
11/20/2013,0
11/21/2013,0.6
11/22/2013,0
11/23/2013,5
11/24/2013,4.4
11/25/2013,0
11/26/2013,0.2
11/27/2013,3.6
11/28/2013,2.4
11/29/2013,10.2
11/30/2013,26.6
12/1/2013,5.4
12/2/2013,0
12/3/2013,0
12/4/2013,0
12/5/2013,0
12/6/2013,0
12/7/2013,0
12/8/2013,0
12/9/2013,0
12/10/2013,0
12/11/2013,3.2
12/12/2013,1.8
12/13/2013,10.4
12/14/2013,26
12/15/2013,0.8
12/16/2013,11.8
12/17/2013,4.6
12/18/2013,0
12/19/2013,0
12/20/2013,3.8
12/21/2013,7.6
12/22/2013,20.6
12/23/2013,1.4
12/24/2013,3.8
12/25/2013,25.6
12/26/2013,24.8
12/27/2013,2.2
12/28/2013,21.8
12/29/2013,2.4
12/30/2013,2.8
12/31/2013,0.2
